Pos_0,Pos_1,PosPreSquish_0,PosPreSquish_1,ID,CurveID,OrderIndex
1,1,1,1,1162,419,2
0,1,0,1,1166,421,0
0,1,0,1,1167,422,0
0,0,0,0,1178,427,0
0.80363637209,0,0.80363637209,0,1179,427,1
1,1,1,1,1180,427,2
0,0,0,0,1181,428,0
1,0,1,0,1182,428,1
0,1,0,1,1183,429,0
0,1,0,1,1184,430,0
0,1,0,1,1195,436,0
0,1,0,1,1196,437,0
0,1,0,1,1197,438,0
0,0,0,0,1198,439,0
0.30181819201,0.10160428286,0.30181819201,0.10160428286,1199,439,1
0,0,0,0,1201,440,0
0.29818183184,0.09625667334,0.29818183184,0.09625667334,1202,440,1
0,0,0,0,1204,441,0
0.30181819201,0.09625667334,0.30181819201,0.09625667334,1205,441,1
0,0,0,0,1207,442,0
1,1,1,1,1208,442,1
0,0,0,0,1210,443,0
0.30181819201,0.10160428286,0.30181819201,0.10160428286,1211,443,1
1,1,1,1,1212,441,2
1,1,1,1,1213,439,2
1,1,1,1,1214,440,2
1,1,1,1,1215,443,2
0,1,0,1,1216,444,0
0,0.10000000149,0,0.10000000149,1219,446,0
0.10000000149,0.10000000149,0.10000000149,0.10000000149,1220,446,1
0.15000000596,1,0.15000000596,1,1221,446,2
1,1,1,1,1223,446,3
0,1,0,1,1224,447,0
0,0,0,0,1227,450,0
0.03999999911,0,0.03999999911,0,1228,450,1
0.05000000075,1,0.05000000075,1,1229,450,2
0,0,0,0,1230,451,0
0.03999999911,0,0.03999999911,0,1231,451,1
0.05000000075,1,0.05000000075,1,1232,451,2
1,1,1,1,1233,451,3
1,1,1,1,1234,450,3
0,6.28318977356,0,6.28318977356,1235,452,0
0.07500000298,6.28318977356,0.07500000298,6.28318977356,1236,452,1
0,-6.28318548203,0,-6.28318548203,1237,453,0
0.0700000003,-6.28318977356,0.0700000003,-6.28318977356,1238,453,1
0,1e-05,0,1e-05,1252,458,0
0.00999999978,0.10000000149,0.00999999978,0.10000000149,1253,458,1
0.01999999955,1,0.01999999955,1,1254,458,2
1,1,1,1,1255,458,3
0,0.26737958193,0,0.26737958193,1258,460,0
0.00999999978,1,0.00999999978,1,1259,460,1
1,1,1,1,1260,460,2
0,0,0,0,1261,461,0
0.20000000298,0,0.20000000298,0,1262,461,1
0.80000001192,1,0.80000001192,1,1263,461,2
1,1,1,1,1264,461,3
0,0,0,0,1270,462,0
0.15000000596,0,0.15000000596,0,1271,462,1
0,0,0,0,1273,463,0
0.10000000149,0,0.10000000149,0,1274,463,1
1,1,1,1,1277,463,2
0.25,1,0.25,1,1278,462,2
1,1,1,1,1279,462,3
0,1,0,1,1280,464,0
1,1.12299466133,1,1.12299466133,1281,464,1
0,0,0,0,1282,465,0
0.00999999978,0,0.00999999978,0,1283,465,1
0.01999999955,1,0.01999999955,1,1284,465,2
1,1,1,1,1285,465,3
0,0,0,0,1286,466,0
0.0700000003,0,0.0700000003,0,1287,466,1
0,0,0,0,1290,467,0
0.0700000003,0,0.0700000003,0,1291,467,1
0,1,0,1,1294,468,0
0,0,0,0,1295,469,0
0.20000000298,1,0.20000000298,1,1296,469,1
1,1,1,1,1297,469,2
0,0.00999999978,0,0.00999999978,1298,470,0
0.10000000149,0.00999999978,0.10000000149,0.00999999978,1299,470,1
0.60000002384,1,0.60000002384,1,1300,470,2
1,1,1,1,1304,470,3
0,0.00999999978,0,0.00999999978,1305,471,0
0.10000000149,1,0.10000000149,1,1306,471,1
1,1,1,1,1307,471,2
0,1,0,1,1308,472,0
0,0,0,0,1309,473,0
0.10000000149,0,0.10000000149,0,1310,473,1
0,1,0,1,1312,474,0
0,0.00999999978,0,0.00999999978,1313,475,0
0.01999999955,1,0.01999999955,1,1314,475,1
1,1.01604282856,1,1.01604282856,1315,475,2
0,0,0,0,1316,476,0
0.09818182141,0,0.09818182141,0,1317,476,1
0.60000002384,1,0.60000002384,1,1318,476,2
1,1,1,1,1319,476,3
1,1,1,1,1320,473,2
0,0,0,0,1321,477,0
0.10000000149,0,0.10000000149,0,1322,477,1
0.60000002384,1,0.60000002384,1,1323,477,2
1,1,1,1,1324,477,3
0,0,0,0,1325,478,0
0.10000000149,0,0.10000000149,0,1326,478,1
1,1,1,1,1327,478,2
0,0,0,0,1328,479,0
0.10000000149,0,0.10000000149,0,1329,479,1
0.20000000298,1,0.20000000298,1,1330,479,2
1,1,1,1,1331,479,3
0,0,0,0,1332,480,0
0.20000000298,0,0.20000000298,0,1333,480,1
0.40000000596,1,0.40000000596,1,1334,480,2
1,1,1,1,1336,480,3
0,0,0,0,1337,481,0
1,1,1,1,1338,481,1
0,1,0,1,1339,482,0
0,0,0,0,1340,483,0
1,1,1,1,1341,483,1
0,0,0,0,1342,484,0
0.03999999911,0,0.03999999911,0,1343,484,1
0.03999999911,1,0.03999999911,1,1345,484,2
1,1,1,1,1346,484,3
0,0,0,0,1347,485,0
0.03999999911,0,0.03999999911,0,1348,485,1
0.05000000075,1,0.05000000075,1,1349,485,2
1,1,1,1,1350,485,3
0,0,0,0,1351,486,0
0,0,0,0,1356,487,0
1,1,1,1,1357,487,1
0,0.10000000149,0,0.10000000149,1364,489,0
1,0.18716573715,1,0.18716573715,1365,489,1
0,0,0,0,1366,490,0
1,1,1,1,1367,490,1
0,0,0,0,1369,491,0
1,1,1,1,1370,491,1
0,0,0,0,1372,492,0
1,1,1,1,1373,492,1
0,0,0,0,1375,493,0
1,0.99465239048,1,0.99465239048,1376,493,1
0,1,0,1,1378,494,0
1,1,1,1,1379,494,1
0,1,0,1,1382,495,0
0,0,0,0,1383,496,0
0.16599999368,1,0.16599999368,1,1384,496,1
1,1,1,1,1385,496,2
0,0,0,0,1386,497,0
0.1400000006,0,0.1400000006,0,1387,497,1
0.15000000596,1,0.15000000596,1,1388,497,2
1,1,1,1,1389,497,3
0,0,0,0,1390,498,0
0.1400000006,0,0.1400000006,0,1391,498,1
0.15000000596,1,0.15000000596,1,1392,498,2
1,1,1,1,1393,498,3
0,0,0,0,1394,499,0
0.1400000006,0,0.1400000006,0,1395,499,1
0.15000000596,1,0.15000000596,1,1396,499,2
1,1,1,1,1397,499,3
0,0,0,0,1398,500,0
0.1400000006,0,0.1400000006,0,1399,500,1
0.15000000596,1,0.15000000596,1,1400,500,2
1,1,1,1,1401,500,3
0,0,0,0,1402,501,0
0.1400000006,0,0.1400000006,0,1403,501,1
0.15000000596,1,0.15000000596,1,1404,501,2
1,1,1,1,1405,501,3
0,0,0,0,1406,502,0
0.1400000006,0,0.1400000006,0,1407,502,1
0.15000000596,1,0.15000000596,1,1408,502,2
1,1,1,1,1409,502,3
0,0,0,0,1410,503,0
0.1400000006,0,0.1400000006,0,1411,503,1
0.15000000596,1,0.15000000596,1,1412,503,2
1,1,1,1,1413,503,3
0,0,0,0,1414,504,0
0.1400000006,0,0.1400000006,0,1415,504,1
0.15000000596,1,0.15000000596,1,1416,504,2
1,1,1,1,1417,504,3
0,0,0,0,1418,505,0
0.125,0,0.125,0,1419,505,1
0.30000001192,1,0.30000001192,1,1420,505,2
0.64999997616,1,0.64999997616,1,1421,505,3
0,0,0,0,1422,506,0
0.10000000149,0,0.10000000149,0,1423,506,1
1,-1.88495564461,1,-1.88495564461,1424,506,2
0,0,0,0,1425,507,0
0.125,0,0.125,0,1426,507,1
0.30000001192,1,0.30000001192,1,1427,507,2
0.64999997616,1,0.64999997616,1,1428,507,3
0,0,0,0,1429,508,0
0.10000000149,0,0.10000000149,0,1430,508,1
1,1.88495564461,1,1.88495564461,1431,508,2
0.89999997616,1,0.89999997616,1,1432,505,4
0.89999997616,1,0.89999997616,1,1433,507,4
0,0,0,0,1439,510,0
0.05090909079,1,0.05090909079,1,1440,510,1
1,1,1,1,1442,510,2
1,1,1,1,1445,507,5
1,1,1,1,1446,505,5
0,0,0,0,1447,511,0
0.20000000298,1,0.20000000298,1,1448,511,1
1,1,1,1,1449,511,2
0,0,0,0,1450,512,0
0.02500000037,1,0.02500000037,1,1451,512,1
1,1,1,1,1452,512,2
0,0,0,0,1453,513,0
0.02500000037,0,0.02500000037,0,1454,513,1
0.05000000075,1,0.05000000075,1,1455,513,2
1,1,1,1,1456,513,3
0,0,0,0,1457,514,0
0.15000000596,0,0.15000000596,0,1458,514,1
1,1,1,1,1459,514,2
0,0,0,0,1460,515,0
0.15000000596,0,0.15000000596,0,1461,515,1
1,1,1,1,1462,515,2
0,0,0,0,1463,516,0
0.15000000596,0,0.15000000596,0,1464,516,1
1,1,1,1,1465,516,2
0,0,0,0,1466,517,0
0.15000000596,0,0.15000000596,0,1467,517,1
1,1,1,1,1468,517,2
0,0,0,0,1469,518,0
0.15000000596,0,0.15000000596,0,1470,518,1
1,1,1,1,1471,518,2
0,0,0,0,1472,519,0
0.15000000596,0,0.15000000596,0,1473,519,1
1,1,1,1,1474,519,2
0,0,0,0,1475,520,0
0.15000000596,0,0.15000000596,0,1476,520,1
1,1,1,1,1477,520,2
0,0,0,0,1478,521,0
0.15000000596,0,0.15000000596,0,1479,521,1
1,1,1,1,1480,521,2
0,0,0,0,1481,522,0
0.42181816697,0.17647057772,0.42181816697,0.17647057772,1482,522,1
0.92000001669,0.77540105581,0.92000001669,0.77540105581,1483,522,2
1,1,1,1,1484,522,3
0,0,0,0,1485,523,0
0.19636364281,1,0.19636364281,1,1486,523,1
1,1,1,1,1487,523,2
0,0,0,0,1488,524,0
0.09818182141,0,0.09818182141,0,1489,524,1
0.60000002384,1,0.60000002384,1,1490,524,2
1,1,1,1,1491,524,3
0,0,0,0,1492,525,0
0.10000000149,0,0.10000000149,0,1493,525,1
1,1,1,1,1494,525,2
0,0,0,0,1495,526,0
0.10000000149,0,0.10000000149,0,1496,526,1
0.60000002384,1,0.60000002384,1,1497,526,2
1,1,1,1,1498,526,3
0,0,0,0,1499,527,0
0.10000000149,0,0.10000000149,0,1500,527,1
1,1,1,1,1501,527,2
0,0,0,0,1502,528,0
0.20000000298,1,0.20000000298,1,1503,528,1
1,1,1,1,1504,528,2
0,0.00999999978,0,0.00999999978,1505,529,0
0.10000000149,0.00999999978,0.10000000149,0.00999999978,1506,529,1
0.60000002384,1,0.60000002384,1,1507,529,2
1,1,1,1,1508,529,3
0,0.00999999978,0,0.00999999978,1509,530,0
0.17499999702,1,0.17499999702,1,1510,530,1
1,0.98930478096,1,0.98930478096,1511,530,2
0,0,0,0,1515,531,0
0.05000000075,0,0.05000000075,0,1516,531,1
0.15000000596,1,0.15000000596,1,1517,531,2
1,1,1,1,1518,531,3
0,0,0,0,1519,532,0
0.25,0.33000001311,0.25,0.33000001311,1520,532,1
0.34999999404,0.37000000477,0.34999999404,0.37000000477,1521,532,2
0.75,0.87000000477,0.75,0.87000000477,1522,532,3
0.85000002384,0.92000001669,0.85000002384,0.92000001669,1523,532,4
0.94999998808,1,0.94999998808,1,1524,532,5
1,1,1,1,1525,532,6
0,0,0,0,1526,533,0
0.05000000075,0,0.05000000075,0,1527,533,1
0.15000000596,1,0.15000000596,1,1528,533,2
1,1,1,1,1529,533,3
0,0,0,0,1530,534,0
0.55000001192,0.97000002861,0.55000001192,0.97000002861,1531,534,1
1,1,1,1,1532,534,2
0,0,0,0,1533,535,0
0.05000000075,0,0.05000000075,0,1534,535,1
0.15000000596,1,0.15000000596,1,1535,535,2
1,1,1,1,1536,535,3
0,0,0,0,1537,536,0
0.55000001192,0.97000002861,0.55000001192,0.97000002861,1538,536,1
1,1,1,1,1539,536,2
0,0,0,0,1540,537,0
0.05000000075,0,0.05000000075,0,1541,537,1
0.15000000596,1,0.15000000596,1,1542,537,2
1,1,1,1,1543,537,3
0,0,0,0,1544,538,0
0.55000001192,0.97000002861,0.55000001192,0.97000002861,1545,538,1
1,1,1,1,1546,538,2
0,0,0,0,1547,539,0
0.05000000075,0,0.05000000075,0,1548,539,1
0.15000000596,1,0.15000000596,1,1549,539,2
1,1,1,1,1550,539,3
0,0,0,0,1551,540,0
0.55000001192,0.97000002861,0.55000001192,0.97000002861,1552,540,1
1,1,1,1,1553,540,2
0,0,0,0,1554,541,0
0.05000000075,0,0.05000000075,0,1555,541,1
0.15000000596,1,0.15000000596,1,1556,541,2
1,1,1,1,1557,541,3
0,0,0,0,1558,542,0
0.55000001192,0.97000002861,0.55000001192,0.97000002861,1559,542,1
1,1,1,1,1560,542,2
0,0,0,0,1561,543,0
0.05000000075,0,0.05000000075,0,1562,543,1
0.15000000596,1,0.15000000596,1,1563,543,2
1,1,1,1,1564,543,3
0,0,0,0,1565,544,0
0.55000001192,0.97000002861,0.55000001192,0.97000002861,1566,544,1
1,1,1,1,1567,544,2
0,0,0,0,1568,545,0
0.05000000075,0,0.05000000075,0,1569,545,1
0.15000000596,1,0.15000000596,1,1570,545,2
1,1,1,1,1571,545,3
0,0,0,0,1572,546,0
0.55000001192,0.97000002861,0.55000001192,0.97000002861,1573,546,1
1,1,1,1,1574,546,2
0,0,0,0,1575,547,0
0.05000000075,0,0.05000000075,0,1576,547,1
0.15000000596,1,0.15000000596,1,1577,547,2
1,1,1,1,1578,547,3
0,0,0,0,1579,548,0
0.55000001192,0.97000002861,0.55000001192,0.97000002861,1580,548,1
1,1,1,1,1581,548,2
0,0,0,0,1582,549,0
0.05000000075,0,0.05000000075,0,1583,549,1
0.15000000596,1,0.15000000596,1,1584,549,2
1,1,1,1,1585,549,3
0,0,0,0,1586,550,0
0.30000001192,0.125,0.30000001192,0.125,1587,550,1
0.44999998808,0.125,0.44999998808,0.125,1588,550,2
0,0,0,0,1589,551,0
0.05000000075,0,0.05000000075,0,1590,551,1
0.15000000596,1,0.15000000596,1,1591,551,2
1,1,1,1,1592,551,3
0,0,0,0,1593,552,0
0.30000001192,0.125,0.30000001192,0.125,1594,552,1
0.44999998808,0.125,0.44999998808,0.125,1595,552,2
0,0,0,0,1596,553,0
0.05000000075,0,0.05000000075,0,1597,553,1
0.15000000596,1,0.15000000596,1,1598,553,2
1,1,1,1,1599,553,3
0,0,0,0,1600,554,0
0.30000001192,0.125,0.30000001192,0.125,1601,554,1
0.44999998808,0.125,0.44999998808,0.125,1602,554,2
0,0,0,0,1603,555,0
0.05000000075,0,0.05000000075,0,1604,555,1
0.15000000596,1,0.15000000596,1,1605,555,2
1,1,1,1,1606,555,3
0,0,0,0,1607,556,0
0.30000001192,0.125,0.30000001192,0.125,1608,556,1
0.44999998808,0.125,0.44999998808,0.125,1609,556,2
0.75,0.77499997616,0.75,0.77499997616,1610,550,3
1,1,1,1,1611,550,4
0.75,0.77499997616,0.75,0.77499997616,1612,552,3
1,1,1,1,1613,552,4
0.75,0.77499997616,0.75,0.77499997616,1614,554,3
1,1,1,1,1615,554,4
0.75,0.77499997616,0.75,0.77499997616,1616,556,3
1,1,1,1,1617,556,4
0,0,0,0,1618,557,0
0.05000000075,0,0.05000000075,0,1619,557,1
0.15000000596,1,0.15000000596,1,1620,557,2
1,1,1,1,1621,557,3
0,0,0,0,1622,558,0
0.55000001192,0.97000002861,0.55000001192,0.97000002861,1623,558,1
1,1,1,1,1624,558,2
0,0,0,0,1625,559,0
0.05000000075,0,0.05000000075,0,1626,559,1
0.15000000596,1,0.15000000596,1,1627,559,2
1,1,1,1,1628,559,3
0,0,0,0,1629,560,0
1,1,1,1,1630,560,1
0,0,0,0,1632,561,0
0.05000000075,0,0.05000000075,0,1633,561,1
0.15000000596,1,0.15000000596,1,1634,561,2
1,1,1,1,1635,561,3
0,0,0,0,1636,562,0
1,1,1,1,1637,562,1
0,0,0,0,1639,563,0
0.05000000075,0,0.05000000075,0,1640,563,1
0.15000000596,1,0.15000000596,1,1641,563,2
1,1,1,1,1642,563,3
0,0,0,0,1643,564,0
1,1,1,1,1644,564,1
0,0,0,0,1646,565,0
0.05000000075,0,0.05000000075,0,1647,565,1
0.15000000596,1,0.15000000596,1,1648,565,2
1,1,1,1,1649,565,3
0,0,0,0,1650,566,0
1,1,1,1,1651,566,1
0,0,0,0,1655,567,0
0.05000000075,0,0.05000000075,0,1656,567,1
0.15000000596,1,0.15000000596,1,1657,567,2
1,1,1,1,1658,567,3
0,0,0,0,1659,568,0
1,1,1,1,1660,568,1
0,0,0,0,1664,569,0
0.05000000075,0,0.05000000075,0,1665,569,1
0.15000000596,1,0.15000000596,1,1666,569,2
1,1,1,1,1667,569,3
0,0,0,0,1668,570,0
1,1,1,1,1669,570,1
0,0,0,0,1673,571,0
0.05000000075,0,0.05000000075,0,1674,571,1
0.15000000596,1,0.15000000596,1,1675,571,2
1,1,1,1,1676,571,3
0,0,0,0,1677,572,0
1,1,1,1,1678,572,1
0,0,0,0,1682,573,0
0.05000000075,0,0.05000000075,0,1683,573,1
0.15000000596,1,0.15000000596,1,1684,573,2
1,1,1,1,1685,573,3
0,0,0,0,1686,574,0
1,1,1,1,1687,574,1
0,0,0,0,1691,575,0
0.05000000075,0,0.05000000075,0,1692,575,1
0.15000000596,1,0.15000000596,1,1693,575,2
1,1,1,1,1694,575,3
0,0,0,0,1695,576,0
1,1,1,1,1696,576,1
0,0,0,0,1700,577,0
0.05000000075,0,0.05000000075,0,1701,577,1
0.15000000596,1,0.15000000596,1,1702,577,2
1,1,1,1,1703,577,3
0,0,0,0,1704,578,0
1,1,1,1,1705,578,1
0,0,0,0,1709,579,0
0.05000000075,0,0.05000000075,0,1710,579,1
0.15000000596,1,0.15000000596,1,1711,579,2
1,1,1,1,1712,579,3
0,0,0,0,1713,580,0
1,1,1,1,1714,580,1
0,0,0,0,1718,581,0
0.05000000075,0,0.05000000075,0,1719,581,1
0.15000000596,1,0.15000000596,1,1720,581,2
1,1,1,1,1721,581,3
0,0,0,0,1722,582,0
1,1,1,1,1723,582,1
0,0,0,0,1730,584,0
0,0,0,0,1742,585,0
0.05000000075,0,0.05000000075,0,1743,585,1
0.15000000596,1,0.15000000596,1,1744,585,2
1,1,1,1,1745,585,3
0,0,0,0,1746,586,0
1,1,1,1,1747,586,1
0,0,0,0,1749,587,0
0.05000000075,0,0.05000000075,0,1750,587,1
0.15000000596,1,0.15000000596,1,1751,587,2
1,1,1,1,1752,587,3
0,0,0,0,1753,588,0
1,1,1,1,1754,588,1
0,0,0,0,1756,589,0
0.05000000075,0,0.05000000075,0,1757,589,1
0.15000000596,1,0.15000000596,1,1758,589,2
1,1,1,1,1759,589,3
0,0,0,0,1760,590,0
1,1,1,1,1761,590,1
0,0,0,0,1763,591,0
0.05000000075,0,0.05000000075,0,1764,591,1
0.15000000596,1,0.15000000596,1,1765,591,2
1,1,1,1,1766,591,3
0,0,0,0,1767,592,0
1,1,1,1,1768,592,1
0,1,0,1,1773,594,0
0,1,0,1,1774,595,0
0,0,0,0,1775,596,0
0.02500000037,0,0.02500000037,0,1776,596,1
0.05000000075,1,0.05000000075,1,1777,596,2
1,1,1,1,1778,596,3
0,1,0,1,1779,597,0
0,0,0,0,1780,598,0
0.05000000075,0,0.05000000075,0,1781,598,1
0.15000000596,1,0.15000000596,1,1782,598,2
1,1,1,1,1783,598,3
0,0,0,0,1784,599,0
0.20000000298,0,0.20000000298,0,1785,599,1
0.40000000596,1,0.40000000596,1,1786,599,2
1,1,1,1,1787,599,3
0,0,0,0,1788,600,0
0.05000000075,0,0.05000000075,0,1789,600,1
0.40000000596,1,0.40000000596,1,1790,600,2
1,1,1,1,1791,600,3
0,0,0,0,1792,601,0
0.10000000149,0,0.10000000149,0,1793,601,1
0.20000000298,1,0.20000000298,1,1794,601,2
1,1,1,1,1795,601,3
0,0,0,0,1796,602,0
0.20000000298,0,0.20000000298,0,1797,602,1
0.40000000596,1,0.40000000596,1,1798,602,2
1,1,1,1,1799,602,3
0,0,0,0,1800,603,0
0.05000000075,0,0.05000000075,0,1801,603,1
0.40000000596,1,0.40000000596,1,1802,603,2
1,1,1,1,1803,603,3
0,0,0,0,1804,604,0
0.10000000149,0,0.10000000149,0,1805,604,1
0.20000000298,1,0.20000000298,1,1806,604,2
1,1,1,1,1807,604,3
0,0,0,0,1808,605,0
0.34999999404,1,0.34999999404,1,1809,605,1
1,1,1,1,1812,605,2
0,0,0,0,1813,606,0
0.34999999404,1,0.34999999404,1,1814,606,1
1,1,1,1,1815,606,2
0,0,0,0,1816,607,0
0.34999999404,1,0.34999999404,1,1817,607,1
1,1,1,1,1818,607,2
0,0,0,0,1819,608,0
0.34999999404,1,0.34999999404,1,1820,608,1
1,1,1,1,1821,608,2
0,0,0,0,1822,609,0
0.34999999404,1,0.34999999404,1,1823,609,1
1,1,1,1,1824,609,2
0,0,0,0,1825,610,0
0.34999999404,1,0.34999999404,1,1826,610,1
1,1,1,1,1827,610,2
0,0,0,0,1828,611,0
0.34999999404,1,0.34999999404,1,1829,611,1
1,1,1,1,1830,611,2
0,0,0,0,1831,612,0
0.34999999404,1,0.34999999404,1,1832,612,1
1,1,1,1,1833,612,2
0,0,0,0,1834,613,0
0.69999998808,1,0.69999998808,1,1835,613,1
1,1,1,1,1836,613,2
0,0,0,0,1837,614,0
0.69999998808,1,0.69999998808,1,1838,614,1
1,1,1,1,1839,614,2
0,0,0,0,1840,615,0
0.69999998808,1,0.69999998808,1,1841,615,1
1,1,1,1,1842,615,2
0,0,0,0,1843,616,0
0.69999998808,1,0.69999998808,1,1844,616,1
1,1,1,1,1845,616,2
0,0,0,0,1846,617,0
0.69999998808,1,0.69999998808,1,1847,617,1
1,1,1,1,1848,617,2
0,0,0,0,1849,618,0
0.69999998808,1,0.69999998808,1,1850,618,1
1,1,1,1,1851,618,2
